samp_id,text,ae,term_code,term,term_llt_or_pt
346616563677425665,"14.11 day 17 rivaroxaban diary. still waiting for doctor to phone me ""around lunchtime"". taken more paracetamol to dull the aches.",aches,10000424,pain,ache
342918945839411200,"@kkarkatvantas1 (( when i used to take trazodone to sleep, people would make me stay up after i took it so they could watch me be high ))",high,10016333,euphoric mood,feeling high
345249387125018624,cant cope coming off #venlafaxine feel like iv got a hangover mixed with flu symptoms. total nausea &amp; i cant keep still. please hurry &amp; pass,flu symptoms,10016791,influenza like illness,flu like symptoms
345249387125018624,cant cope coming off #venlafaxine feel like iv got a hangover mixed with flu symptoms. total nausea &amp; i cant keep still. please hurry &amp; pass,cant keep still,10038743,restlessness,restlessness
345249387125018624,cant cope coming off #venlafaxine feel like iv got a hangover mixed with flu symptoms. total nausea &amp; i cant keep still. please hurry &amp; pass,coming off,10013754,drug withdrawal syndrome,drug withdrawal syndrome
345249387125018624,cant cope coming off #venlafaxine feel like iv got a hangover mixed with flu symptoms. total nausea &amp; i cant keep still. please hurry &amp; pass,nausea,10028813,nausea,nausea
345249387125018624,cant cope coming off #venlafaxine feel like iv got a hangover mixed with flu symptoms. total nausea &amp; i cant keep still. please hurry &amp; pass,hangover,10019136,hangover,hangover effect
331479118598246403,@bipolarblogger i'm on citalapram and 600mg quetiapine - i'm not sleeping!,not sleeping,10012804,insomnia,difficulty sleeping
343471954109550592,i love this effexor! majorly kills my libido.,kills my libido,10024870,loss of libido,loss of libido
344581349547589636,@doctorchristian @c4dispatch re victoza i was prescribed this in 2010 for obesity. caused pancreatitis and digestive problems ever since,pancreatitis,10033645,pancreatitis,pancreatitis
344581349547589636,@doctorchristian @c4dispatch re victoza i was prescribed this in 2010 for obesity. caused pancreatitis and digestive problems ever since,digestive problems,10018028,abdominal discomfort,gastrointestinal upset
333684960886157312,god knows how i'm going to sleep tonight after sleeping 9 hours in the day ? #trazodone ?,sleeping 9 hours in the day,10011865,somnolence,daytime sleepiness
340260393526104064,going through a real bad nicotine withdraw...,withdraw,10073281,withdrawal syndrome,withdrawal symptom
341985679204560898,"@inukeyou and then i had horrible sleep once i took the trazodone. i just couldn't win, haha.",horrible sleep,10040995,sleep disorder,sleep disturbance
348412032049106944,"@notquitereal oh, really? that's what gave me the terrible reaction. my current doctor told me he'd almost never prescribe fluoxetine.",reaction,10001718,hypersensitivity,allergic reaction
346637330746073089,@amybadkin @kate24hrs_aday not to worry - just a bit of temporary fuzziness. i've been on humira since 2007 &amp; love it.,fuzziness,10017565,feeling abnormal,fuzzy
342725404320210944,think i'm going to test this quetiapine headache theory &amp; take some prn &amp; see if it goes away.,headache,10019211,headache,headache
340523944761249794,"have been in a lot of pain all day though and i feel and look like a zombie. seroquel is quite an annoying medication, ugh. -.-",zombie,10016384,feeling abnormal,felt like a zombie
340523944761249794,"have been in a lot of pain all day though and i feel and look like a zombie. seroquel is quite an annoying medication, ugh. -.-",pain,10033371,pain,pain
331731913159081985,just woke up. since i started on the higher dose of quetiapine i'm sleeping even more &amp; i feel knackered when i wake.,sleeping,10041014,somnolence,sleepiness
331731913159081985,just woke up. since i started on the higher dose of quetiapine i'm sleeping even more &amp; i feel knackered when i wake.,knackered when i wake,10018732,somnolence,groggy on awakening
341598226094383104,"@stfumisogynists brain zaps? happens a lot when missing doses, (especially with effexor &amp; wellbutrin ime) - just feels weird. no real danger",brain zaps,10033775,paraesthesia,paraesthesia
342108661340045312,alright time to find out if a shit ton of vyvanse and not sleeping for 2 days can get a trimester worth of homework done for 2 classes,not sleeping,10041001,insomnia,sleep loss
351111188026896384,packing whilst experiencing venlafaxine withdrawal is pretty hellish. got to keep track of my med times.,withdrawal,10073281,withdrawal syndrome,withdrawal symptom
344501930900484097,18.08 day 11 rivaroxaban diary intense back pain  at a funeral from 10.30am.  paracetamol eventually took it off. very weak and aching knees,aching knees,10000447,arthralgia,aching in knees
344501930900484097,18.08 day 11 rivaroxaban diary intense back pain  at a funeral from 10.30am.  paracetamol eventually took it off. very weak and aching knees,weak,10047862,asthenia,weakness
344501930900484097,18.08 day 11 rivaroxaban diary intense back pain  at a funeral from 10.30am.  paracetamol eventually took it off. very weak and aching knees,back pain,10003988,back pain,back pain
344220746198958080,i'm having to pee way too much this drive.. drinking too much water. fuck you 70mg vyvanse and your ability to dehydrate the fuck out of me.,dehydrate,10012174,dehydration,dehydration
344220746198958080,i'm having to pee way too much this drive.. drinking too much water. fuck you 70mg vyvanse and your ability to dehydrate the fuck out of me.,pee way too much,10046600,pollakiuria,urination frequency of
353629216518057984,"@catthoma right, some ssris are used for cataplexy, as is effexor. can be tricky to wean off without rebound.  #nchat",rebound,10038001,rebound effect,rebound effect
333878722874707968,venlafaxine hangover finally starting to shift after 2 huge mugs of hot water with giant pieces of lemon...,hangover,10019136,hangover,hangover effect
342128993094496257,that seroquel had me sleepy as fuck alllll damn day,sleepy,10041018,somnolence,sleepy
329254232714792961,@eqinnastra all the time! i took trazodone last night and it really helped- but it was difficult to wake up :-/,difficult to wake up,10019158,somnolence,hard to awaken
348387894416773120,doc for panic disorders: alprazolam (addictive) and paroxetine (sedating). #psychiatry,sedating,10039897,sedation,sedation
348387894416773120,doc for panic disorders: alprazolam (addictive) and paroxetine (sedating). #psychiatry,addictive,10001125,dependence,addiction
331981886991785984,life alert life alert i am burping up fluoxetine powder i think i might die,burping,10006804,eructation,burping
349468860673572864,screw you paxil! you do wonders for anxiety but you make me a ultra lightweight,lightweight,10001598,alcohol intolerance,alcohol intolerance
344347416289488896,@almostwell yeh same bk felt like sumo wrestler on it all time :( think its f****ed me 4life :( ironic as humira is used to treat artheritis,felt like sumo wrestler,10005264,abdominal distension,bloated feeling
348258097044807680,i've been really forgetting to take my paxil lately but if i take it with a my seroquel it makes my sinuses close up :(,sinuses close up,10028771,nasal congestion,nasal stuffiness
343656563547967488,"@bobsmithno6 aw, dude. i've been on both in the past. don't stop fluoxetine suddenly - the withdrawal effects are awful. do it gradually.",withdrawal,10073281,withdrawal syndrome,withdrawal symptom
341809071080497152,"@mesgreene humira worked for me much better than remicaid. i felt constantly beat up on r. humira was much easier to administer, too.",beat up,10048024,fatigue,worn out
345455189119102976,@ineptune_ samezies :( it's the lamictal i'm flat as a kate hudson in how to lose a guy in 10 days,flat,10016759,flat affect,flat affect
343843096389353472,rt @vyvansethoughts: @the_ignorable hungover shakes  vyvanse shakes  coffee = recipe for success,shakes,10040528,tremor,shaking
342537091495895040,vyvanse makes me having the sleeping schedule of a vampire.,sleeping schedule of a vampire,10041017,insomnia,sleeplessness
346054053182193665,@ineedyouhere66 ugh the olanzapine makes me so tired :(,tired,10043890,fatigue,tiredness
343523993749434369,"rt @annie_monster: almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro.",hurt,10033371,pain,pain
343523993749434369,"rt @annie_monster: almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro.",heels,10033431,pain in extremity,pain in heel
343523993749434369,"rt @annie_monster: almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro.",blew out my arms,10079024,limb injury,arm injury
343523993749434369,"rt @annie_monster: almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro.",pain,10033371,pain,pain
348896272700293121,"coming up this week: seroquel is notorious for two things - making you sleep until next tuesday, and leaving you a hangover.  lovely.",sleep,10041349,somnolence,somnolence
348896272700293121,"coming up this week: seroquel is notorious for two things - making you sleep until next tuesday, and leaving you a hangover.  lovely.",hangover,10019136,hangover,hangover effect
353174986690805760,but i'm happy to be clean. just really really really really really really really sucked going from 100mg desvenlafaxine / day to zero.,sucked going from 100mg desvenlafaxine / day to zero,10048010,withdrawal syndrome,withdrawal syndrome
348283506037764098,this seroquel got me lo0o0py as helll.  this status took me at least thirty minutes to type i keep waking up without knowing i feel asleep,thirty minutes to type,10010300,confusional state,confusion
348283506037764098,this seroquel got me lo0o0py as helll.  this status took me at least thirty minutes to type i keep waking up without knowing i feel asleep,lo0o0py,10017565,feeling abnormal,fuzzy
348283506037764098,this seroquel got me lo0o0py as helll.  this status took me at least thirty minutes to type i keep waking up without knowing i feel asleep,waking up without knowing i feel asleep,10041349,somnolence,somnolence
343355160136933377,if this fuckin emt looks at me one more time hes gonna feel the wrath of my vyvanse rage,rage,10037804,anger,rage
342397871229911040,@stillicides @stfumisogynists @schizophrenicgb *buts in* you don't wanna miss venlafaxine no no it made me so wonky missing one day! ouch,wonky,10016366,feeling abnormal,feeling strange
346242584366161920,@lisabrownphotos consider yourself lucky if all it does is make you dizzy and sick!  cipro crippled me and countless others.,crippled,10049278,gait inability,unable to walk
346242584366161920,@lisabrownphotos consider yourself lucky if all it does is make you dizzy and sick!  cipro crippled me and countless others.,sick,10016365,malaise,feeling sick
346242584366161920,@lisabrownphotos consider yourself lucky if all it does is make you dizzy and sick!  cipro crippled me and countless others.,dizzy,10013580,dizziness,dizzy
333777166175186944,boniva would've been better properly named as an erectile dysfunction drug.,erectile dysfunction,10061461,erectile dysfunction,erectile dysfunction
350215594777387009,going back to bed for a nap. seroquel has turned me into a zombie again today.,zombie,10016384,feeling abnormal,felt like a zombie
354352726815162368,@thebookgirl985 trazodone makes me hungry. prop my eyelids open with toothpicks and drive me to a buffet?,hungry,10020466,hunger,hunger
354352726815162368,@thebookgirl985 trazodone makes me hungry. prop my eyelids open with toothpicks and drive me to a buffet?,prop my eyelids open,10041349,somnolence,somnolence
343743356163207169,i really hate the fact that i feel like i need to throw up while at work. maybe taking my vyvanse wasn't a good idea,feel like i need to throw up,10028823,nausea,nauseous
354293014753062912,"things which are the spawn of satin: mosquitoes, bananas, facebook, paxil withdrawal symptoms. #bewareofsatin",withdrawal,10073281,withdrawal syndrome,withdrawal symptom
343406657717547008,i am never taking baclofen and norflex the same day again. first i felt super drowsy but now i feel extremely high and it's freaking me out.,drowsy,10013649,somnolence,drowsiness
343406657717547008,i am never taking baclofen and norflex the same day again. first i felt super drowsy but now i feel extremely high and it's freaking me out.,high,10016333,euphoric mood,feeling high
353836819030360064,@holeri81 crippled since oct of '09 thanks to just 12 cipro pills here...run for your life! tendon rupture is only the tip of the iceberg.,tendon rupture,10043248,tendon rupture,tendon rupture
353836819030360064,@holeri81 crippled since oct of '09 thanks to just 12 cipro pills here...run for your life! tendon rupture is only the tip of the iceberg.,crippled,10049278,gait inability,unable to walk
351610112521154561,@anarchasxworker coming off effexor was the worst ever. even my doctor was terrified of me doing it but the side effects left me no choice.,coming off effexor was the worst,10048010,withdrawal syndrome,withdrawal syndrome
343238435450015744,"so unfair, i never get the good side effects of meds. ativan, seroquel, &amp; ambien xr make me feel so drink i cant really walk &amp; im nauseated",feel so drink,10013767,feeling drunk,drunk-like effect
343238435450015744,"so unfair, i never get the good side effects of meds. ativan, seroquel, &amp; ambien xr make me feel so drink i cant really walk &amp; im nauseated",nauseated,10028822,nausea,nauseated
343238435450015744,"so unfair, i never get the good side effects of meds. ativan, seroquel, &amp; ambien xr make me feel so drink i cant really walk &amp; im nauseated",cant really walk,10049278,gait inability,unable to walk
351543533779419138,zoloft was just as bad as effexor. it made me more depressed and more suicidal. i don't want it.,suicidal,10042458,suicidal ideation,suicidal ideation
351543533779419138,zoloft was just as bad as effexor. it made me more depressed and more suicidal. i don't want it.,depressed,10012378,depression,depression
341922380823793665,@rayydepotter yeaa bihh all jacked up on vyvanse!??,jacked up,10001495,agitation,agitated
345537648926015488,@sarahchoueiry cipro and flagyl are the absolute worst. like taking rat poison.,like taking rat poison,10016370,malaise,feeling unwell
341704235118895104,"coming off cymbalta sucks, i've been slowly cutting back for the past 3 months. have finally made it over a weeks since i have taken it.",coming off cymbalta sucks,10048010,withdrawal syndrome,withdrawal syndrome
348478051098718208,@darko_marco i've no probs with porn other than the fact that i've gained 80 pounds on effexor and no one needs to see that ;-),gained 80 pounds,10047896,weight increased,weight gain
340180531025174528,my nigga dante addicted to that nicotine,addicted,10001125,dependence,addiction
344757173085151232,it's 6 am and still no sleep fuck you vyvanse,no sleep,10041001,insomnia,sleep loss
345286735330177024,"found out that it could be two months before i sleep well again now that i'm off seroquel. srsly, fuck the psychiatrist that put me on it.",sleep,10040995,sleep disorder,sleep disturbance
347199186548166656,"@alyseisspecial omg seroquel. that made me crazy town. i hope it's a low dose. so it's almost midnight. last gulp now, and sober tomorrow.",crazy town,10037234,psychotic disorder,psychosis
332166258600591361,"the 100mg tabs of trazodone my gp prescribed are too much, now that i don't take them every night. still zombieish after an hour awake.",zombieish,10016384,feeling abnormal,felt like a zombie
333600785923461120,woke up to breakfast in bed...well couch because i'm addicted to the new 3d wifi tv. too bad i have no appetite. thanks cymbalta.,no appetite,10003017,decreased appetite,appetite absent
349708387447083009,not sure the paxil is working any more,working any more,10043087,tachyphylaxis,tachyphylaxis
340289842850197504,"took a quetiapine it's been a while and i'm ready for bed, so tiiiiired",tiiiiired,10043890,fatigue,tiredness
340613526244704256,@drdrew i recently stopped taking effexor 225 what can i do to ease my withdrawls?i feel miserable right now and very angry.please any ideas,angry,10002368,anger,anger
340613526244704256,@drdrew i recently stopped taking effexor 225 what can i do to ease my withdrawls?i feel miserable right now and very angry.please any ideas,withdrawls,10073281,withdrawal syndrome,withdrawal symptom
340613526244704256,@drdrew i recently stopped taking effexor 225 what can i do to ease my withdrawls?i feel miserable right now and very angry.please any ideas,miserable,10016342,feeling abnormal,feeling miserable
341962640240828417,developing add in my 20s thanks to the memory/attention-killing lamictal i've been on since my early teens. #bipolar #morepillsmoreproblems,add,10001118,attention deficit hyperactivity disorder,add
341962640240828417,developing add in my 20s thanks to the memory/attention-killing lamictal i've been on since my early teens. #bipolar #morepillsmoreproblems,attention-killing,10003738,disturbance in attention,attention impaired
342649393196978177,"wanna go back to sleep, but this vyvanse ain't letting me?",back to sleep,10040995,sleep disorder,sleep disturbance
342614476702494722,i decided to try visualization tapes again. at least they wouldn't give me a rash like lamictal.,rash,10037844,rash,rash
343255424683892736,vyvanse is a hell of a drug. you get expensive insomnia! and you get expensive insomnia!,insomnia,10022437,insomnia,insomnia
328219079762653184,also the lamotrigine dose feels a bit high too now the o is leaving my system. will have to adjust that as well or i won't sleep *sigh*,won't sleep,10041001,insomnia,sleep loss
331383865438519297,"question: recently i have been hyper-sensitive to different textures, does anyone know if this is a bipolar / lamotrigine thing??",hyper-sensitive,10044124,hyperaesthesia,touch sensitivity increased
341139910352326656,day five of no effexor. i am guessing this is what it feels like when you come off heroin...  #discontinuation,feels like when you come off heroin,10073281,withdrawal syndrome,withdrawal symptom
344746260735086592,oh my god. it's 5:19am and i am just now realizing that i accidentally took a vyvanse at 11pm... that explains why i can't sleep.,can't sleep,10041001,insomnia,sleep loss
351294528705134592,rt @silkius: @ouch_uk didnt know lamotrigine was addictive stopped as didnt think were helping @clusterheads 3 days of hell before realized?,3 days of hell,10016370,malaise,feeling unwell
351294528705134592,rt @silkius: @ouch_uk didnt know lamotrigine was addictive stopped as didnt think were helping @clusterheads 3 days of hell before realized?,addictive,10012336,drug dependence,dependence addictive
349959820444573696,"abilify for 3 weeks has made me lose 1/6 of the weight i put on w/seroquel, and i've been eating like shit. i love you abilify!",weight i put on,10047896,weight increased,weight gain
342059686394200064,"@mrcbehan best of luck man! and they do suck :/ i was on olanzapine (abilify didnt work)...was awful, gained 3stone. off it nw n doin gud!",gained 3stone,10047896,weight increased,weight gain
340764967089356801,i think i'm gong to speak my gp about reducing quetiapine dosage. the weight gain from it is scaring the hell out of me.,weight gain,10047896,weight increased,weight gain
344826281612935168,had a dream my eyes got burned out of my head. thank you trazodone,dream,10000125,abnormal dreams,abnormal dreams
340329390070173696,addicted to nicotine badly.,addicted,10012336,drug dependence,dependence addictive
340692300143419392,tysabri infusion #54 yesterday. made me feel tired and out of it for a while. maybe it's the heat - 34c (94f)!!! maybe a very hot summer?,tired,10043890,fatigue,tiredness
340692300143419392,tysabri infusion #54 yesterday. made me feel tired and out of it for a while. maybe it's the heat - 34c (94f)!!! maybe a very hot summer?,out of it,10041374,feeling abnormal,spaced out
342452289723850753,i think that vyvanse is making me grind my teeth...,grind my teeth,10043176,bruxism,teeth grinding
332524625093328900,this #seroquel gotta nigga feelin like a  slow turtle. #ihatemeds,slow turtle,10041052,sluggishness,sluggishness
351610554005209089,#schizophrenia #seroquel did not suit me at all. had severe tremors and weight gain. diabetes too! switched to #abilify. suits me well.,tremors,10044565,tremor,tremor
351610554005209089,#schizophrenia #seroquel did not suit me at all. had severe tremors and weight gain. diabetes too! switched to #abilify. suits me well.,weight gain,10047896,weight increased,weight gain
351610554005209089,#schizophrenia #seroquel did not suit me at all. had severe tremors and weight gain. diabetes too! switched to #abilify. suits me well.,diabetes,10012594,diabetes mellitus,diabetes
326614974128611328,another light nights sleep brought to me courtesy of #venlafaxine dammit. #day8,light nights sleep,10040995,sleep disorder,sleep disturbance
344911702590099456,"@whatkatie_did i'm certainly weird but it's quetiapine instead of crack, i can't get that on prescription.",weird,10047904,feeling abnormal,weird feeling
344970612671905793,01.10 day 13 rivaroxaban diary. headache over right side of head; lower back pain. wrote letter to my gp &amp; his colleague outlining problems,headache,10019211,headache,headache
344970612671905793,01.10 day 13 rivaroxaban diary. headache over right side of head; lower back pain. wrote letter to my gp &amp; his colleague outlining problems,back pain,10003988,back pain,back pain
344267687582642177,this rant could be #paxil withdrawl...or delayed divorce rage.,withdrawl,10048010,withdrawal syndrome,withdrawal syndrome
344267687582642177,this rant could be #paxil withdrawl...or delayed divorce rage.,rant,10002368,anger,anger
343374668801138688,i feel like i have a hangover ...that cymbalta was a bad idea,hangover,10019136,hangover,hangover effect
352807680508837889,@poet_carl_watts @yueesei ...  used to be on them #justaddanother ...worst was the psychotic episode when starting #paxil but one of my favs,psychotic episode,10037254,psychotic disorder,psychotic episode
333278830980648960,@integratemd i sure wish my doctor had told me cipro could disable me for life!  there was never any mention of that.  now i'm crippled.,crippled,10049278,gait inability,unable to walk
333278830980648960,@integratemd i sure wish my doctor had told me cipro could disable me for life!  there was never any mention of that.  now i'm crippled.,disable,10049278,gait inability,unable to walk
333659385014411264,"@bullfrogr @soozmc123 amil isnt so bad, paxil makes everything slow and haldol is ok, and haldol  .. i dunno how to explain what it does",slow,10041049,bradyphrenia,slowed thinking
329106631633809408,@gsxr1kbusakilla but i switched to trazodone ... i was doing some crazy ish on ambien smh not good lol,crazy ish,10037234,psychotic disorder,psychosis
348136954900127744,#epilepsy is sucktastic. neuro appt monday to discuss a third med after getting the rash with lamotrigine and the glaucoma with topiramate.,rash,10037844,rash,rash
348136954900127744,#epilepsy is sucktastic. neuro appt monday to discuss a third med after getting the rash with lamotrigine and the glaucoma with topiramate.,glaucoma,10018304,glaucoma,glaucoma
352345175932145664,well played tysabri...kicking butt #nosleep.,nosleep,10041017,insomnia,sleeplessness
342787990747230211,oh hello seroquel old friend i mi*passes out on bed*,passes out,10034100,loss of consciousness,passed out
353061971907723266,"i just have to remember that what i'm feeling is the withdrawal from the venlafaxine. when my meds come, i will get better.",withdrawal,10073281,withdrawal syndrome,withdrawal symptom
340294493112782848,fuck here comes the nicotine cravings damn you hookah,cravings,10056484,nicotine dependence,nicotine craving
342892952022048768,vyvanse evidently doesn't care about my bed time,doesn't care about my bed time,10040999,sleep disorder,sleep disturbed
333249805876883456,not to mention the thousands of people online who say they?ve stacked on the weight due to taking seroquel.,stacked on the weight,10047896,weight increased,weight gain
349860621141028865,rt @mad_in_america: my journey into the dark night of the soul was launched by an adverse reaction to the drug effexor. taking this... http,dark night of the soul,10012374,depressed mood,depressed mood
342378452453826563,so damn sleepy. this seroquel is fucking me up so bad.,sleepy,10041018,somnolence,sleepy
340574014571417602,"if your doctor prescribes you seroquel off label, they just want you to stfu. i'm a mute.",mute,10041470,aphasia,speech loss
342341320465076225,anyone who will listen: never ever take effexor/venlafaxine. paraesthesia abound.,paraesthesia,10033775,paraesthesia,paraesthesia
349211958056202244,this paxil makes me pee so often omg #sorrynotsorry,pee so often,10046600,pollakiuria,urination frequency of
332464487540076544,paxil withdrawal is nasty. do not like.,withdrawal,10073281,withdrawal syndrome,withdrawal symptom
333121972554825729,@exitingcorpse @luckystubbs seroquel was my boner kryptonite when i was a disfunctional teen,boner kryptonite,10015118,erectile dysfunction,erection failure
349468372590792704,effexor dreams d:,dreams,10000125,abnormal dreams,abnormal dreams
347742381237473280,@crohnsdiaries hi i was on humira for 4 months worked great until i got sick last week. don't know if i will go back on it or not.,sick,10016365,malaise,feeling sick
350715772051533824,#quetiapine is not doing me any favors #ifeelsick,sick,10016365,malaise,feeling sick
333210857737695232,"@lavenderfuchsia i lost weight in the past but it was much easier. like 2 steps forward, one step back on the quetiapine.",weight,10047896,weight increased,weight gain
340360304531734529,"cymbalta is legal, an antidepressant.....side effects: nausea, dry mouth, constipation, diarrhea, fatigue, &amp; thoughts of suicide",diarrhea,10012727,diarrhoea,diarrhea
340360304531734529,"cymbalta is legal, an antidepressant.....side effects: nausea, dry mouth, constipation, diarrhea, fatigue, &amp; thoughts of suicide",thoughts of suicide,10042458,suicidal ideation,suicidal ideation
340360304531734529,"cymbalta is legal, an antidepressant.....side effects: nausea, dry mouth, constipation, diarrhea, fatigue, &amp; thoughts of suicide",fatigue,10016256,fatigue,fatigue
340360304531734529,"cymbalta is legal, an antidepressant.....side effects: nausea, dry mouth, constipation, diarrhea, fatigue, &amp; thoughts of suicide",nausea,10028813,nausea,nausea
340360304531734529,"cymbalta is legal, an antidepressant.....side effects: nausea, dry mouth, constipation, diarrhea, fatigue, &amp; thoughts of suicide",dry mouth,10013781,dry mouth,dry mouth
340360304531734529,"cymbalta is legal, an antidepressant.....side effects: nausea, dry mouth, constipation, diarrhea, fatigue, &amp; thoughts of suicide",constipation,10010774,constipation,constipation
349252013076393985,rt @jumpingjesush: it appears that my twitter addiction may have just been a side effect of my nicotine lozenge addiction.,addiction,10001125,dependence,addiction
349190810044096512,@ccfa pooped out bc i did humira last night :),pooped out,10043890,fatigue,tiredness
344708365726912512,just woke up from a 14 hour nap thank u fluoxetine,14 hour nap,10011865,somnolence,daytime sleepiness
344939998807736320,@sdunn242 yup quetiapine. the normal dose at night whacks me out. i'd have been asleep til friday on double,asleep,10041349,somnolence,somnolence
344939998807736320,@sdunn242 yup quetiapine. the normal dose at night whacks me out. i'd have been asleep til friday on double,whacks me out,10041349,somnolence,somnolence
340451551766274049,@evann_lfc yea still a vampire as still on cipro wbu? xx,vampire,10022437,insomnia,insomnia
346238446173577218,the one time i'm glad for seroquel memory loss,memory loss,10027176,amnesia,memory loss
347958800189362177,"out of pills, feeling like a train wreck #tweaking #effexor",tweaking,10070679,feeling abnormal,feeling stoned
347958800189362177,"out of pills, feeling like a train wreck #tweaking #effexor",feeling like a train wreck,10016370,malaise,feeling unwell
344630020364460032,@mtv when are you going to do true life: i am addicted to vyvanse?,addicted,10001125,dependence,addiction
345505967829573632,"@tweetnomdeplume ssris were great for me for ages, not working as well now. thus seroquel.  i?m also on clonazepam, makes me sleepy too.",not working as well,10043087,tachyphylaxis,tachyphylaxis
345505967829573632,"@tweetnomdeplume ssris were great for me for ages, not working as well now. thus seroquel.  i?m also on clonazepam, makes me sleepy too.",sleepy,10041014,somnolence,sleepiness
344470680961679362,i'm becoming too tolerant to vyvanse #notgrooy,tolerant,10043087,tachyphylaxis,tachyphylaxis
332308454372950016,@thebeachynurse ...had to get an x-ray of my arm per protocol...it was negative but it's just now starting to hurt. ugh!!!!  #geodon,hurt,10033371,pain,pain
353540795590123525,@znb_maqbool sweaty fluoxetine addict,sweaty,10042661,hyperhidrosis,sweating
353540795590123525,@znb_maqbool sweaty fluoxetine addict,addict,10012336,drug dependence,dependence addictive
345784351839121408,"@kalmsivi saying that, the whole reason i gained weight in the first place was due to the drug olanzapine. doctor's fault. ah well.",gained weight,10047896,weight increased,weight gain
346418587210244097,@redbuttongirl combining them with the quetiapine makes me hallucinate :/,hallucinate ,10019063,hallucination,hallucination
343771158736404481,?@vyvanseswag: i run on vyvanse and redbull.? so done with that life. vyvance cooked my brain like a stove top,cooked my brain,10027175,memory impairment,memory impairment
349564105188851712,rt @jumpingjesush: it appears that my twitter addiction may have just been a side effect of my nicotine lozenge addiction.,addiction,10001125,dependence,addiction
342681916622909442,@boop_b_love vyvanse and adivan....its ws a crazy night my heart stopped for like 36 seconds. woke up in the mental hospital.,heart stopped,10007517,cardiac arrest,cardiac arrest transient
341876837900746752,lamotrigine causing steven johnson syndrome,steven johnson syndrome,10042030,stevens-johnson syndrome,stevens johnson syndrome
328054168260595713,@wickychoo @lollygee omg all the special places. i'm not drunk. it's the fluoxetine.,drunk,10013767,feeling drunk,drunk-like effect
341835868912353280,or maybe that's the prozac ugh i need a nap always,nap,10011865,somnolence,daytime sleepiness
333427125795291136,my sim card isn't working aaggh i feel like im having cymbalta withdrawal again aaagh aaaggh,withdrawal,10073281,withdrawal syndrome,withdrawal symptom
342050583336857600,"@badboyfloyd_ lmao, i'm prescribed baby. it's for my anxiety. i take seroquel, and celexa with it. i'm a fucking zombie after 9pm.",zombie,10016384,feeling abnormal,felt like a zombie
345436985361571840,@joanne__howe enbrel is a miracle but it made my eyes worse :( so couldn't have it anymore :(,eyes worse,10047516,visual impairment,vision decreased
351727727977570304,dear lord how did i just now wake up? thank you trazodone for ruining my life.,just now wake up,10019158,somnolence,hard to awaken
345052662800191489,i have got to stop taking my vyvanse so late!! #nosleep #addproblems,nosleep,10041001,insomnia,sleep loss
332778502946426880,"@jessindia i take fluoxetine and quetiapine. the quetiapine is the one with the massive sleepies, althouth the flouxetine doesn''t help.",sleepies,10041014,somnolence,sleepiness
347552147954622464,been on humira now short period 4 to 6 injections no noticeable change in pain but racing heart and palpitations. mtx at 1ml injection.,palpitations,10033557,palpitations,palpitations
347552147954622464,been on humira now short period 4 to 6 injections no noticeable change in pain but racing heart and palpitations. mtx at 1ml injection.,racing heart,10019303,heart rate increased,heart rate increased
345318152424546304,#restlesslegs #quetiapine,restlesslegs,10038742,restless legs syndrome,restless legs
349184717410684928,@tootingrebecca when i forgot seroquel made me feel fucking ill as fuck!,ill,10021345,malaise,ill feeling
350042686507581440,@ayegraybay i know?wishful thinking. my humira shot doesn't even work for me anymore and when it does i get so sick.,sick,10016365,malaise,feeling sick
350042686507581440,@ayegraybay i know?wishful thinking. my humira shot doesn't even work for me anymore and when it does i get so sick.,doesn't even work for me anymore,10043087,tachyphylaxis,tachyphylaxis
347950374063329280,"@misterak47 @cbs i don't know what that has to do w/ me. avelox has hurt my connective tissue,lungs and thyroid. i guess i should feel lucky",lungs,10025082,lung disorder,lung disorder
347950374063329280,"@misterak47 @cbs i don't know what that has to do w/ me. avelox has hurt my connective tissue,lungs and thyroid. i guess i should feel lucky",thyroid,10043709,thyroid disorder,thyroid disorder
347950374063329280,"@misterak47 @cbs i don't know what that has to do w/ me. avelox has hurt my connective tissue,lungs and thyroid. i guess i should feel lucky",connective tissue,10061087,connective tissue disorder,connective tissue disorder
329729190993747968,"@calyxxx same with venlafaxine, 1 user i spoke to yrs ago stopped taking that when she started having acid like trips losing hours at a time",acid like trips,10034376,illusion,perceptual distortion
347124997317345280,act now and get our deluxe cyde-fx set absolutely free! experience lucid dreaming and sleep paralysis like never before! #quetiapine,sleep paralysis,10041002,sleep paralysis,sleep paralysis
347124997317345280,act now and get our deluxe cyde-fx set absolutely free! experience lucid dreaming and sleep paralysis like never before! #quetiapine,lucid dreaming,10079069,abnormal dreams,lucid dreams
327171455014035456,nicotine lozenges are giving me stomach cramps.,stomach cramps,10049901,abdominal pain upper,stomach cramps
329345839392751616,@stinkings @evilbadgerette trazodone was evil. turned you all flat :(,flat,10016759,flat affect,flat affect
